fault_type,task_id,run_seed,trial_id,condition,model_profile,model_name,architecture,temperature,max_steps,fault_layer,completed,task_error,infrastructure_error,injection_count,steps,llm_calls,time_sec,answer,official_success,official_score,evaluator_status,evaluator_error,fallback_used,source_log,status_path,response_path
agent_param_error,23,5,5,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,4.0,4.0,35.4,Rachel,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task23_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task23_seed5.status.json,
agent_param_error,24,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,53.2,"No reviewers mention that the price is unfair. The two reviews are by Jay and Josef Bürger, and neither discusses unfair pricing.",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed1.status.json,
agent_param_error,24,1,1,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,4.0,4.0,99.7,"No reviewers mention that the price is unfair. The two reviews are by Jay and Josef Bürger, and neither discusses unfair pricing.",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed1.status.json,
agent_param_error,24,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,26.4,"None. Neither reviewer, Jay nor Josef Bürger, mentions that the price is unfair.",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed2.status.json,
agent_param_error,24,2,2,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,4.0,4.0,47.0,"None. Neither reviewer, Jay nor Josef Bürger, mentions that the price is unfair.",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed2.status.json,
agent_param_error,24,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,40.5,"None. Neither reviewer, Jay nor Josef Bürger, mentions that the price is unfair.",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed3.status.json,
agent_param_error,24,3,3,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,3.0,3.0,45.4,"None. Neither reviewer, Jay nor Josef Bürger, mentions that the price is unfair.",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed3.status.json,
agent_param_error,24,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,31.7,"No reviewers mention that the price is unfair. The two reviews are by Jay and Josef Bürger, and neither review discusses the price.",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed4.status.json,
agent_param_error,24,4,4,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,4.0,4.0,31.5,"No reviewers mention that the price is unfair. The two reviews are by Jay and Josef Bürger, and neither review discusses the price.",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed4.status.json,
agent_param_error,24,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,56.4,No reviewers mention that the price is unfair.,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed5.status.json,
agent_param_error,24,5,5,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,4.0,4.0,32.8,No reviewers mention that the price is unfair.,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task24_seed5.status.json,
agent_param_error,25,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,10.0,10.0,205.4,GoldfishGoldfish,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed1.status.json,
agent_param_error,25,1,1,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,9.0,9.0,67.8,GoldfishGoldfish,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed1.status.json,
agent_param_error,25,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,9.0,9.0,135.6,Bob in Vegas; RemyRRemyR,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed2.status.json,
agent_param_error,25,2,2,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,9.0,9.0,95.1,Bob in Vegas; RemyRRemyR,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed2.status.json,
agent_param_error,25,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,8.0,8.0,126.5,GoldfishGoldfish,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed3.status.json,
agent_param_error,25,3,3,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,11.0,11.0,147.6,GoldfishGoldfish,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed3.status.json,
agent_param_error,25,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,9.0,9.0,130.1,GoldfishGoldfish,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed4.status.json,
agent_param_error,25,4,4,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,10.0,10.0,92.7,GoldfishGoldfish,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed4.status.json,
agent_param_error,25,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,7.0,7.0,93.4,GoldfishGoldfish,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed5.status.json,
agent_param_error,25,5,5,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,17.0,17.0,294.9,GoldfishGoldfish,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task25_seed5.status.json,
agent_param_error,26,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,15.0,15.0,302.9,The reviewer who mentions a complaint about the customer service is **Nelson**.,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed1.status.json,
agent_param_error,26,1,1,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,16.0,16.0,309.6,The reviewer who mentions a complaint about the customer service is **Nelson**.,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed1.status.json,
agent_param_error,26,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,7.0,7.0,89.0,Dylan Spears,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed2.status.json,
agent_param_error,26,2,2,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,17.0,17.0,297.6,Dylan Spears,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed2.status.json,
agent_param_error,26,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,9.0,9.0,105.1,The reviewers who complain about the customer service are **J. B. Shirey II** and **Roxanne Brandon Coffey**.,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed3.status.json,
agent_param_error,26,3,3,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,12.0,12.0,147.2,The reviewers who complain about the customer service are **J. B. Shirey II** and **Roxanne Brandon Coffey**.,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed3.status.json,
agent_param_error,26,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,11.0,11.0,220.6,Bob in Vegas,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed4.status.json,
agent_param_error,26,4,4,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,11.0,11.0,159.4,Bob in Vegas,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed4.status.json,
agent_param_error,26,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,14.0,14.0,326.2,Bob in Vegas,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed5.status.json,
agent_param_error,26,5,5,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,10.0,10.0,295.0,Bob in Vegas,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task26_seed5.status.json,
agent_param_error,27,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,6.0,6.0,69.6,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed1.status.json,
agent_param_error,27,1,1,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,8.0,8.0,143.3,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed1.status.json,
agent_param_error,27,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,5.0,5.0,29.1,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed2.status.json,
agent_param_error,27,2,2,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,6.0,6.0,124.8,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed2.status.json,
agent_param_error,27,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,5.0,5.0,93.7,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed3.status.json,
agent_param_error,27,3,3,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,7.0,7.0,77.6,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed3.status.json,
agent_param_error,27,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,5.0,5.0,79.5,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed4.status.json,
agent_param_error,27,4,4,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,6.0,6.0,101.7,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed4.status.json,
agent_param_error,27,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,5.0,5.0,43.8,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed5.status.json,
agent_param_error,27,5,5,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,7.0,7.0,85.8,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task27_seed5.status.json,
agent_param_error,28,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,8.0,8.0,77.0,"[{""username"":""mineinhusdson"",""post_title"":""Best place for a foot rub?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed1.status.json,
agent_param_error,28,1,1,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,11.0,11.0,132.2,"[{""username"":""mineinhusdson"",""post_title"":""Best place for a foot rub?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed1.status.json,
agent_param_error,28,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,7.0,7.0,77.8,"[{""username"":""HoneyBun21222"",""post_title"":""$75 Walmart gift card if you get a COVID vaccine at the Worcester Public Library!"",""count"":17}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed2.status.json,
agent_param_error,28,2,2,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,15.0,15.0,402.2,"[{""username"":""HoneyBun21222"",""post_title"":""$75 Walmart gift card if you get a COVID vaccine at the Worcester Public Library!"",""count"":17}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed2.status.json,
agent_param_error,28,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,8.0,8.0,104.1,"[{""username"":""mineinhusdson"",""post_title"":""Best place for a foot rub?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed3.status.json,
agent_param_error,28,3,3,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,19.0,19.0,186.2,"[{""username"":""mineinhusdson"",""post_title"":""Best place for a foot rub?"",""count"":0}]",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task28_seed3.status.json,
