fault_type,task_id,seed,condition,official_success,evaluator_status,evaluator_error,evaluation_source,fault_injection_count,fault_triggered,audit_passed,audit_errors,agent_response,network_har,official_eval,source
agent_param_error,24,3,fault,False,failure,,fallback,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed3/24/agent_param_error_seed_3/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed3/24/agent_param_error_seed_3/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed3/24/agent_param_error_seed_3/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,24,4,control,False,failure,,fallback,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed4/24/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed4/24/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed4/24/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,24,4,fault,False,failure,,fallback,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed4/24/agent_param_error_seed_4/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed4/24/agent_param_error_seed_4/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed4/24/agent_param_error_seed_4/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,24,5,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed5/24/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed5/24/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed5/24/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,24,5,fault,False,failure,,fallback,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed5/24/agent_param_error_seed_5/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed5/24/agent_param_error_seed_5/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task24_seed5/24/agent_param_error_seed_5/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,27,1,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed1/27/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed1/27/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed1/27/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,27,1,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed1/27/agent_param_error_seed_1/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed1/27/agent_param_error_seed_1/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed1/27/agent_param_error_seed_1/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,27,2,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed2/27/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed2/27/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed2/27/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,27,2,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed2/27/agent_param_error_seed_2/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed2/27/agent_param_error_seed_2/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed2/27/agent_param_error_seed_2/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,27,3,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed3/27/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed3/27/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed3/27/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,27,3,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed3/27/agent_param_error_seed_3/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed3/27/agent_param_error_seed_3/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task27_seed3/27/agent_param_error_seed_3/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,27,4,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed4/27/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed4/27/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed4/27/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs
agent_param_error,27,4,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed4/27/agent_param_error_seed_4/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed4/27/agent_param_error_seed_4/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed4/27/agent_param_error_seed_4/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs
agent_param_error,27,5,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed5/27/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed5/27/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed5/27/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs
agent_param_error,27,5,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed5/27/agent_param_error_seed_5/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed5/27/agent_param_error_seed_5/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task27_seed5/27/agent_param_error_seed_5/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs
agent_param_error,28,1,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed1/28/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed1/28/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed1/28/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,28,1,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed1/28/agent_param_error_seed_1/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed1/28/agent_param_error_seed_1/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed1/28/agent_param_error_seed_1/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,28,2,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed2/28/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed2/28/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed2/28/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,28,2,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed2/28/agent_param_error_seed_2/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed2/28/agent_param_error_seed_2/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed2/28/agent_param_error_seed_2/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,28,3,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed3/28/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed3/28/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed3/28/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,28,3,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed3/28/agent_param_error_seed_3/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed3/28/agent_param_error_seed_3/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed3/28/agent_param_error_seed_3/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,28,4,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed4/28/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed4/28/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed4/28/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,28,4,fault,False,failure,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed4/28/agent_param_error_seed_4/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed4/28/agent_param_error_seed_4/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed4/28/agent_param_error_seed_4/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,28,5,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed5/28/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed5/28/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed5/28/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,28,5,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed5/28/agent_param_error_seed_5/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed5/28/agent_param_error_seed_5/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs/agent_param_error_task28_seed5/28/agent_param_error_seed_5/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_extend/outputs
agent_param_error,30,1,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed1/30/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed1/30/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed1/30/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,30,1,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed1/30/agent_param_error_seed_1/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed1/30/agent_param_error_seed_1/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed1/30/agent_param_error_seed_1/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,30,2,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed2/30/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed2/30/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed2/30/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,30,2,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed2/30/agent_param_error_seed_2/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed2/30/agent_param_error_seed_2/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed2/30/agent_param_error_seed_2/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,30,3,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed3/30/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed3/30/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed3/30/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,30,3,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed3/30/agent_param_error_seed_3/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed3/30/agent_param_error_seed_3/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task30_seed3/30/agent_param_error_seed_3/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,30,4,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed4/30/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed4/30/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed4/30/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs
agent_param_error,30,4,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed4/30/agent_param_error_seed_4/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed4/30/agent_param_error_seed_4/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed4/30/agent_param_error_seed_4/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs
agent_param_error,30,5,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed5/30/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed5/30/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed5/30/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs
agent_param_error,30,5,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed5/30/agent_param_error_seed_5/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed5/30/agent_param_error_seed_5/network.har,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs/agent_param_error_task30_seed5/30/agent_param_error_seed_5/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/outputs
agent_param_error,132,1,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed1/132/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed1/132/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed1/132/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,132,1,fault,True,success,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed1/132/agent_param_error_seed_1/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed1/132/agent_param_error_seed_1/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed1/132/agent_param_error_seed_1/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,132,2,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed2/132/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed2/132/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed2/132/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,132,2,fault,False,failure,,native,1,True,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed2/132/agent_param_error_seed_2/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed2/132/agent_param_error_seed_2/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed2/132/agent_param_error_seed_2/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
agent_param_error,132,3,control,True,success,,native,0,,True,,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed3/132/control_seed_0/agent_response.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed3/132/control_seed_0/network.har,experiments/formal_gpt54_react_faults_official_subset_v1/outputs/agent_param_error_task132_seed3/132/control_seed_0/official_eval.json,experiments/formal_gpt54_react_faults_official_subset_v1/outputs
