dataset_layer,fault_type,condition,task_id,seed,trial_id,official_success,official_score,evaluator_status,completed,steps,llm_calls,time_sec,source
baseline_official,control,control,27,1,1,True,1,success,True,6,6,108.3,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,27,2,2,True,1,success,True,11,11,127.75,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,27,3,3,False,0,failure,True,5,5,81.56,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,28,1,1,True,1,success,True,7,7,187.37,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,28,2,2,True,1,success,True,7,7,124.06,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,28,3,3,True,1,success,True,7,7,106.96,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,29,1,1,True,1,success,True,6,6,76.08,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,29,2,2,True,1,success,True,6,6,76.86,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,29,3,3,True,1,success,True,7,7,88.77,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,30,1,1,True,1,success,True,7,7,90.34,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,30,2,2,True,1,success,True,5,5,42.17,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,30,3,3,True,1,success,True,6,6,72.22,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,31,1,1,True,1,success,True,9,9,155.38,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,31,2,2,True,1,success,True,6,6,49.35,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,31,3,3,True,1,success,True,17,17,184.46,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,132,1,1,True,1,success,True,4,4,49.56,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,132,2,2,True,1,success,True,4,4,54.4,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,132,3,3,True,1,success,True,4,4,59.94,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,133,1,1,True,1,success,True,4,4,59.86,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,133,2,2,False,0,failure,True,4,4,69.61,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,133,3,3,True,1,success,True,11,11,130.18,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,134,1,1,False,0,failure,True,9,9,151.8,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,134,2,2,True,1,success,True,8,8,119.21,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,134,3,3,True,1,success,True,10,10,122.76,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,135,1,1,False,0,failure,True,4,4,64.93,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,135,2,2,False,0,failure,True,4,4,63.82,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,135,3,3,False,0,failure,True,4,4,66.79,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,136,1,1,False,0,failure,True,4,4,74.18,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,136,2,2,False,0,failure,True,4,4,61.57,experiments/curated/gpt54_react_public16_control_v1.json
baseline_official,control,control,136,3,3,False,0,failure,True,4,4,69.77,experiments/curated/gpt54_react_public16_control_v1.json
fault_behavioral,web_dom_missing,control,132,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task132_seed1.status.json
fault_behavioral,web_dom_missing,fault,132,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task132_seed1.status.json
fault_behavioral,web_dom_missing,control,132,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task132_seed2.status.json
fault_behavioral,web_dom_missing,fault,132,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task132_seed2.status.json
fault_behavioral,web_dom_missing,control,132,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task132_seed3.status.json
fault_behavioral,web_dom_missing,fault,132,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task132_seed3.status.json
fault_behavioral,web_dom_missing,control,132,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task132_seed4.status.json
fault_behavioral,web_dom_missing,fault,132,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task132_seed4.status.json
fault_behavioral,web_dom_missing,control,132,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task132_seed5.status.json
fault_behavioral,web_dom_missing,fault,132,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task132_seed5.status.json
fault_behavioral,web_dom_missing,control,133,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task133_seed1.status.json
fault_behavioral,web_dom_missing,fault,133,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task133_seed1.status.json
fault_behavioral,web_dom_missing,control,133,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task133_seed2.status.json
fault_behavioral,web_dom_missing,fault,133,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task133_seed2.status.json
fault_behavioral,web_dom_missing,control,133,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task133_seed3.status.json
fault_behavioral,web_dom_missing,fault,133,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task133_seed3.status.json
fault_behavioral,web_dom_missing,control,133,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task133_seed4.status.json
fault_behavioral,web_dom_missing,fault,133,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task133_seed4.status.json
fault_behavioral,web_dom_missing,control,133,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task133_seed5.status.json
fault_behavioral,web_dom_missing,fault,133,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task133_seed5.status.json
fault_behavioral,web_dom_missing,control,134,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task134_seed1.status.json
fault_behavioral,web_dom_missing,fault,134,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task134_seed1.status.json
fault_behavioral,web_dom_missing,control,134,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task134_seed2.status.json
fault_behavioral,web_dom_missing,fault,134,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task134_seed2.status.json
fault_behavioral,web_dom_missing,control,134,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task134_seed3.status.json
fault_behavioral,web_dom_missing,fault,134,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task134_seed3.status.json
fault_behavioral,web_dom_missing,control,134,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task134_seed4.status.json
fault_behavioral,web_dom_missing,fault,134,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task134_seed4.status.json
fault_behavioral,web_dom_missing,control,134,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task134_seed5.status.json
fault_behavioral,web_dom_missing,fault,134,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task134_seed5.status.json
fault_behavioral,web_dom_missing,control,135,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task135_seed1.status.json
fault_behavioral,web_dom_missing,fault,135,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task135_seed1.status.json
fault_behavioral,web_dom_missing,control,135,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task135_seed2.status.json
fault_behavioral,web_dom_missing,fault,135,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task135_seed2.status.json
fault_behavioral,web_dom_missing,control,135,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task135_seed3.status.json
fault_behavioral,web_dom_missing,fault,135,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task135_seed3.status.json
fault_behavioral,web_dom_missing,control,135,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task135_seed4.status.json
fault_behavioral,web_dom_missing,fault,135,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task135_seed4.status.json
fault_behavioral,web_dom_missing,control,135,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task135_seed5.status.json
fault_behavioral,web_dom_missing,fault,135,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task135_seed5.status.json
fault_behavioral,web_dom_missing,control,136,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task136_seed1.status.json
fault_behavioral,web_dom_missing,fault,136,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task136_seed1.status.json
fault_behavioral,web_dom_missing,control,136,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task136_seed2.status.json
fault_behavioral,web_dom_missing,fault,136,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task136_seed2.status.json
fault_behavioral,web_dom_missing,control,136,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task136_seed3.status.json
fault_behavioral,web_dom_missing,fault,136,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task136_seed3.status.json
fault_behavioral,web_dom_missing,control,136,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task136_seed4.status.json
fault_behavioral,web_dom_missing,fault,136,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task136_seed4.status.json
fault_behavioral,web_dom_missing,control,136,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task136_seed5.status.json
fault_behavioral,web_dom_missing,fault,136,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task136_seed5.status.json
fault_behavioral,web_dom_missing,control,21,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed1.status.json
fault_behavioral,web_dom_missing,fault,21,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed1.status.json
fault_behavioral,web_dom_missing,control,21,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed2.status.json
fault_behavioral,web_dom_missing,fault,21,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed2.status.json
fault_behavioral,web_dom_missing,control,21,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed3.status.json
fault_behavioral,web_dom_missing,fault,21,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed3.status.json
fault_behavioral,web_dom_missing,control,21,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed4.status.json
fault_behavioral,web_dom_missing,fault,21,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed4.status.json
fault_behavioral,web_dom_missing,control,21,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed5.status.json
fault_behavioral,web_dom_missing,fault,21,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed5.status.json
fault_behavioral,web_dom_missing,control,22,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed1.status.json
fault_behavioral,web_dom_missing,fault,22,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed1.status.json
fault_behavioral,web_dom_missing,control,22,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed2.status.json
fault_behavioral,web_dom_missing,fault,22,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed2.status.json
fault_behavioral,web_dom_missing,control,22,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed3.status.json
fault_behavioral,web_dom_missing,fault,22,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed3.status.json
fault_behavioral,web_dom_missing,control,22,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed4.status.json
fault_behavioral,web_dom_missing,fault,22,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed4.status.json
fault_behavioral,web_dom_missing,control,22,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed5.status.json
fault_behavioral,web_dom_missing,fault,22,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed5.status.json
fault_behavioral,web_dom_missing,control,23,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed1.status.json
fault_behavioral,web_dom_missing,fault,23,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed1.status.json
fault_behavioral,web_dom_missing,control,23,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed2.status.json
fault_behavioral,web_dom_missing,fault,23,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed2.status.json
fault_behavioral,web_dom_missing,control,23,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed3.status.json
fault_behavioral,web_dom_missing,fault,23,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed3.status.json
fault_behavioral,web_dom_missing,control,23,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed4.status.json
fault_behavioral,web_dom_missing,fault,23,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed4.status.json
fault_behavioral,web_dom_missing,control,23,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed5.status.json
fault_behavioral,web_dom_missing,fault,23,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed5.status.json
fault_behavioral,web_dom_missing,control,24,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed1.status.json
fault_behavioral,web_dom_missing,fault,24,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed1.status.json
fault_behavioral,web_dom_missing,control,24,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed2.status.json
fault_behavioral,web_dom_missing,fault,24,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed2.status.json
fault_behavioral,web_dom_missing,control,24,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed3.status.json
fault_behavioral,web_dom_missing,fault,24,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed3.status.json
fault_behavioral,web_dom_missing,control,24,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed4.status.json
fault_behavioral,web_dom_missing,fault,24,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed4.status.json
fault_behavioral,web_dom_missing,control,24,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed5.status.json
fault_behavioral,web_dom_missing,fault,24,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed5.status.json
fault_behavioral,web_dom_missing,control,25,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed1.status.json
fault_behavioral,web_dom_missing,fault,25,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed1.status.json
fault_behavioral,web_dom_missing,control,25,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed2.status.json
fault_behavioral,web_dom_missing,fault,25,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed2.status.json
fault_behavioral,web_dom_missing,control,25,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed3.status.json
fault_behavioral,web_dom_missing,fault,25,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed3.status.json
fault_behavioral,web_dom_missing,control,25,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed4.status.json
fault_behavioral,web_dom_missing,fault,25,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed4.status.json
fault_behavioral,web_dom_missing,control,25,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed5.status.json
fault_behavioral,web_dom_missing,fault,25,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed5.status.json
fault_behavioral,web_dom_missing,control,26,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed1.status.json
fault_behavioral,web_dom_missing,fault,26,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed1.status.json
fault_behavioral,web_dom_missing,control,26,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed2.status.json
fault_behavioral,web_dom_missing,fault,26,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed2.status.json
fault_behavioral,web_dom_missing,control,26,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed3.status.json
fault_behavioral,web_dom_missing,fault,26,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed3.status.json
fault_behavioral,web_dom_missing,control,26,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed4.status.json
fault_behavioral,web_dom_missing,fault,26,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed4.status.json
fault_behavioral,web_dom_missing,control,26,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed5.status.json
fault_behavioral,web_dom_missing,fault,26,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed5.status.json
fault_behavioral,web_dom_missing,control,27,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed1.status.json
fault_behavioral,web_dom_missing,fault,27,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed1.status.json
fault_behavioral,web_dom_missing,control,27,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed2.status.json
fault_behavioral,web_dom_missing,fault,27,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed2.status.json
fault_behavioral,web_dom_missing,control,27,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed3.status.json
fault_behavioral,web_dom_missing,fault,27,3,3,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed3.status.json
fault_behavioral,web_dom_missing,control,27,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed4.status.json
fault_behavioral,web_dom_missing,fault,27,4,4,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed4.status.json
fault_behavioral,web_dom_missing,control,27,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed5.status.json
fault_behavioral,web_dom_missing,fault,27,5,5,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed5.status.json
fault_behavioral,web_dom_missing,control,28,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task28_seed1.status.json
fault_behavioral,web_dom_missing,fault,28,1,1,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task28_seed1.status.json
fault_behavioral,web_dom_missing,control,28,2,2,,,NOT_EVALUATED_NO_HAR,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task28_seed2.status.json
